The Effects of Career Advice on Expected	R2033959
The postdictive effect of choice reflects the modulation of attention on choice	R2033979
INTUITIVE EXPERTISE IN MORAL JUDGEMENTS	R2034002
Hands-on false memories: A combined study with distributional semantics and mouse-tracking	R2034023
Surprise acts as a reducer of outcome value in human reinforcement learning	R2034043
Emotion in strategic environmental communication research: Challenges and opportunities	R2034058
Newly learned novel cues to location are combined with familiar cues but not always with each other	R2034068
Value certainty and choice confidence are multidimensional constructs that guide decision-making	R2034088
Unhealthy and Unaware? Misjudging Social Comparative Standing for Health-Relevant Behavior	R2034121
THE MODEL OF AMBIVALENT CHOICE AND DISSONANT COMMITMENT	R2034137
Mental health and risk-taking among refugees in Lebanon	R2034148
INSIGHT INTO POLITICAL MISPERCEPTIONS	R2034163
INTERACTIONS WITH FALLACIOUS ROBOTS	R2034179
The emotive nature of conflict monitoring in the medial prefrontal cortex	R2034197
Running head: NEUROECONOMICS AND CREATIVITY A Neuroeconomic Framework for Creative Cognition (accepted for publication in Perspectives on Psychological Science)	R2034214
Can Psychological Traits Explain Mobility Behavior during the COVID-19 Pandemic?	R2034226
Extending continuous flow models of immediate decision reports to delayed decision reports	R2034244
In Press: Research Methods in Medicine & Health Sciences	R2034256
The Powerful Influence of Marks: Visual and Knowledge-Driven Processing in Hurricane Track Displays	R2034287
Valence bias in metacontrol of decision making in adolescents and young adults	R2034302
Predictions and rewards affect decision-making but not subjective experience	R2034318
The effect of economic situation on time and risk preferences: Does financial literacy matter?	R2034333
Artificial Morality: Differences in Responses to Moral Choices by Human and Artificial Agents	R2034348
Mixing memory and desire: How memory reactivation supports deliberative decision-making	R2034365
REPUTATIONAL COSTS OF NECESSARY EVILS	R2034377
Full Lineup ROCs	R2034392
Full Title: Keeping an eye out for change: Anxiety disrupts adaptive resolution of policy uncertainty Short Title: Anxiety disrupts learning under policy uncertainty	R2034406
Protection from uncertainty in the exploration/exploitation trade-off	R2034438
Misperceiving the value of information in predicting the performance of others	R2034451
Evidence accumulation account of human operators' decisions in intermittent control during inverted pendulum balancing	R2034458
Approaching Structured Debate with Quantitative Ethnography in Mind	R2034480
Differential impacts of healthy cognitive aging on directed and random exploration	R2034498
Counteracting Uncertainty: Exploring the Impact of Anxiety on Predictive Sensorimotor Control Mechanisms in a Manual Interception Task	R2034513
Data Driven Equation Discovery Reveals Non-linear Reinforcement Learning in Humans	R2034529
An Illusory Consensus Effect: The Mere Repetition of Information Increases Estimates that Others Would Believe or Already Know It	R2034544
I'll make you an offer you can refuse: How socially sensitive is the MFN?	R2034556
The Symbiosis of Narcissistic Leaders and Low Self-Esteem Followers: Dominance Complementarity in Childhood	R2034567
A novel behavioral paradigm reveals the nature of confidence computation in multialternative perceptual decision making	R2034575
Defendant Character Influences Mock Juror Judgments of Blame, Guilt, and Punishment	R2034596
Stereotypes about Political Attitudes and Coalitions among U.S. Racial Groups: Implications for Strategic Political Decision-making	R2034616
Uncertainty-dependent learning bias in value-based decision making	R2034631
Altered subjective reward valuation among drug-deprived heavy marijuana users: Aversion to uncertainty	R2034646
Can increased processing noise induce better decisions? Evidence polarization through exponential weighting	R2034658
DECISION-MAKING IN SELECTION	R2034671
Taking risks by flying paper airplanes 1	R2034685
Personal relative deprivation negatively predicts engagement in group decision-making	R2034697
Using cognitive psychology to understand GPT-3	R2034710
Value signals guiding choices for cannabis versus non-drug rewards in regular cannabis users	R2034731
Running head: MOVEMENT TRAJECTORIES 1 Mouse-tracking: Detecting Types in Movement Trajectories	R2034745
The Role of Salience in Multialternative Multiattribute Choice	R2034755
Anger, Agency, Risk and Action: A neurobehavioral model with proof-of-concept in healthy young adults	R2034768
Metacognitive Flexibility in Cue Utilization	R2034781
Temporal and Spatial Discounting are Distinct in Humans	R2034791
DECISION MAKING UNDER UNCERTAINTY	R2034801
General Collective Intelligence and the Constraints to Group Decision-Making	R2034813
Response Time as Decision Confidence: Insights from Type-2 ROC Analysis	R2034825
Running head: SYSTEMATIC PARAMETER REVIEWS 1 Systematic Parameter Reviews in Cognitive Modeling: Towards a Robust and Cumulative Characterization of Psychological Processes in the Diffusion Decision Model	R2034841
IMAGINATION INFLUENCES RISK PERCEPTION IN OLDER ADULTS 1 ** Now published as an Open Access article in Nature Aging **	R2034855
Waiting for Baseline Stability in Single-Case Designs: Is It Worth the Time and Effort?	R2034870
Reduced confidence in situations of increased observational learning	R2034886
Probing the Influence of Galvanic Vestibular Stimulation on Risk-Taking: A Replication and Extension Study	R2034895
SPEED VS ACCURACY IN THE RT-CIT	R2034902
The dorsomedial prefrontal cortex represents subjective value across effortbased and risky decision-making	R2034916
Running head: Background Uncertainty and Decision Making Word count: 9301 Background Uncertainty Can Increase Risk Aversion in Decision Making	R2034931
Extracting summary statistics of rapid numerical sequences	R2034949
Using AI Uncertainty Quantification to Improve Human Decision-Making	R2034963
Heightened protective decision-making related to physical, but not cognitive, effort in individuals with fibromyalgia	R2034979
Now or never: Eye tracking and response times reveal the dynamics of highway merging decisions	R2034996
Introducing an Adolescent Cognitive Maturity Index and Tracking Vulnerability in Emerging Adulthood	R2035015
dockerHDDM: A user-friendly environment for Bayesian Hierarchical Drift-Diffusion Modeling	R2035029
Recruiting experimental subjects using WhatsApp *	R2035041
Vox Peritorum: Capitalizing on Confidence and Projection to Characterize Expertise	R2035053
Wise or mad crowds? The cognitive mechanisms underlying information cascades	R2035065
EFFORT AND VALUE Effort can have positive, negative, and non-monotonic impacts on outcome value in economic choice	R2035079
Speed-Accuracy Tradeoffs in Decision Making: Perception Shifts and Goal Activation Bias Decision Thresholds	R2035093
OVER-AND UNDERWEIGHTING OF EXTREME VALUES Over-and Underweighting of Extreme Values in Decisions from Sequential Samples	R2035107
Mindset to Gain? Framing Effects, Need for Chaos, and the Limits of 'Burning It All Down'	R2035116
Learning in context: Socioemotional stimuli enhance cognitive learning processes but not psychophysiological engagement in early adolescence	R2035127
Running Head: Systematic Exploration in Young Children Systematic Exploration and Uncertainty Dominate Young Children's Choices	R2035139
The Jury on Trial: Assessing the Impact of Courtroom Design and Juror Ideology on Defendant Guilt Perception	R2035150
Influence of memory processes on choice-consistency	R2035169
Evidence Accumulation Models: Current Limitations and Future Directions	R2035201
Running head: VACCINATION, BELIEF AND RISK 1 Risk compensation: how vaccination impacts social distancing in an online natural experiment	R2035229
Between Law and Conscience: The Role of Legality in Moral Decision-Making	R2035244
SOCIAL DISTANCE AND ENDOWMENT EFFECT 1 Profit for Friends, Fairness for Strangers: Social Distance Reverses the Endowment Effect in Proxy Decision Making (In press at the Journal of Retailing and Consumer Services)	R2035268
Sequential choice effects predict prevalence-induced concept change	R2035292
Why should we study the Foreign Language Effect: debiasing through affecting metacognition?	R2035311
COVID-Dynamic: A large-scale multifaceted longitudinal study of socioemotional and behavioral change across the pandemic Authors	R2035358
Development and validation of a short version of the Metric for the Observation of Decision-making in multidisciplinary tumor boards: MODe-Lite	R2035387
Intentional commitment as a spontaneous presentation of self	R2035409
Policies in sequential decision-making	R2035434
Probabilistic forecasting guides dynamic decisions	R2035465
The Zoo Task: A Novel Metacognitive Problem-Solving Task Developed with a Sample of African American Children from Schools in High Poverty Communities	R2035478
The Significance of a Patient-Centered Approach for Individuals with Autism Spectrum Disorder (ASD): Fostering Empathy, Inclusion, and Holistic Care	R2035511
Humans decide to help others more often in poor environments	R2035546
Optimal nudging for cognitively bounded agents: A framework for modeling, predicting, and controlling the effects of choice architectures	R2035576
Evaluating the cognitive mechanisms of phishing detection with PEST, an ecologically valid lab-based measure of phishing susceptibility	R2035589
Motivated misremembering of selfish decisions	R2035620
Perilous and Unaccountable: The Positive Relationship between Dominance and Moral Hazard Behaviors	R2035654
Dynamic changes in task preparation in a multi-task environment: The task transformation paradigm	R2035705
The elusive effects of incidental anxiety on reinforcementlearning	R2035718
The Effects of Sensorimotor and Linguistic Information on the Basic-Level Advantage	R2035744
Running head: SEMANTIC PROSODY AND EVALUATIVE JUDGMENTS	R2035762
Social Expected Utility: Indifference to Others Can Influence Risk Preferences	R2035787
Dorsomedial and ventromedial prefrontal cortex lesions differentially impact social influence and temporal discounting	R2035813
Agency personalizes episodic memories Authors	R2035849
Distinct Developmental Trajectories In The Cognitive Components Of Complex Planning	R2035886
Mycological rationality: Heuristics, perception and decision-making in mushroom foraging	R2035920
The Depressed Decision-Maker: How Value Based Decision Making Differs in Major Depressive Disorder	R2035972
Prosocial Preferences Condition Decision Effort and Ingroup Biased Generosity in Intergroup Decision-Making	R2036002
Affective Paternalism	R2036021
A time-varying diffusion model analysis of age differences in value-based decisions: sooner processing but lesser weighting of reward probabilities in older adults	R2036040
Choosing the right frame: How context preferences facilitate subsequent decisions	R2036065
Transient Value Refinements during Deliberation Facilitate Choice	R2036094
Emotion Regulation and Choice of Bilateral Mastectomy for the Treatment of Unilateral Breast Cancer	R2036123
A geometric framework for modeling dynamic decisions among arbitrarily many alternatives	R2036154
New insights into predictors of antihypertensive adherence: A mixed methods study of illness perceptions and the physician-patient relationship	R2036186
Neurocognitive Impulsivity in Opiate Users at Different Stages of Abstinence	R2036208
Why are the batteries in the microwave?: Use of semantic information under uncertainty in a search task	R2036243
ALCOHOL-IMPAIRED DRIVING DECISION STRATEGIES 1 Decision Strategies while Intoxicated relate to Alcohol-Impaired Driving Attitudes and Intentions	R2036279
Taste uncertainty explains developmental effects on susceptibility to peer influence in adolescence	R2036313
Biopsychosocial and Spiritual Implications of Patients with COVID-19 Dying in Isolation	R2036345
People learn other people's preferences through inverse decision-making	R2036382
THE COVID-19 MARATHON: DEMANDS AND RESOURCES OF CRISIS MANAGERS IN CONTINUOUS OPERATION	R2036420
Androgenic morality? Associations of sex, oral contraceptive use and basal testosterone levels with moral decision making	R2036454
How beliefs around peers' risk preferences get incorporated into adolescents' decision making	R2036489
Forcing techniques & Neuroscience	R2036525
Estimating self-performance when making complex decisions	R2036545
Unpacking Workplace Stress and Forensic Expert Decision-Making: From Theory to Practice	R2036576
INTERPRETATION AND ENFORCEMENT OF CANADA'S 161 ORDER To Breach or Not to Breach: Exploring Inconsistencies in the Interpretation and Enforcement of Canada's Section 161 Order for Sexual Offending	R2036605
Reduced weighting of short-term perceptual priors during auditory perceptual decision-making in psychosis-prone individuals	R2036662
CLOSED-FORM ESTIMATES OF EX-GAUSSIAN MODELS	R2036685
Effects of a Virtual Gender Swap on Social and Temporal Decision-Making	R2036718
Dissociable behavioural signatures of co-existing impulsivity and apathy in decision-making	R2036734
On-line confidence monitoring during decision making º	R2036759
Attribution of Responsibility Between Agents in a Causal Chain	R2036788
Dissociable effects of stimulus reliability and boundary distance on confidence and accuracy	R2036808
"Introduction to the Special Section ""Reducing research waste in (Health-Related) Quality of Life research"""	R2036831
Running Head: PEER COMPETITION AND RISK-TAKING BEAHVIOR Neural Underpinnings underlying the Influence of Peer Competition on Risk-Taking Behavior among Adolescent Girls: An Event-Related Potentials (ERPs) Study	R2036860
Stress increases impulsive punishment avoidance in unmedicated mood disorders	R2036882
Working memory constructs joint probabilistic task representations for decision-making	R2036903
Actions in economic games that contain cues to social preferences influence partner choice	R2036926
Assessing Large Language Models' ability to predict how humans balance self-interest and the interest of others	R2036943
Active Inference of Interpersonal Trust Within and Across Mental Disorders	R2036969
Strategic thinking In Artificial Intelligence And Expert:Problem Solving and Creativity	R2036991
Computational mechanisms for context-based behavioral interventions: A large-scale analysis	R2037015
Why we value things more as we are about to lose them: a reference-based theory	R2037044
INTUITIVE THINKING & BELIEF IN PHYSIOGNOMY	R2037075
Parenting Behavior as the Result of a Decision-Making Process	R2037108
Neural responses underlying extraordinary altruists' generosity for socially distant others	R2037138
Full title: The effects of base rate neglect on sequential belief updating and real-world beliefs Short title: How and why base rate neglect biases beliefs over time	R2037175
Saintly fund managers cannot earn a license to make sinful investments	R2037208
Normative responding on cognitive bias tasks: Some evidence for a weak rationality factor that is mostly explained by numeracy and actively open-minded thinking	R2037253
Who is perceived to be an expert on COVID-19 vaccines on social media?: Biomedical credentials confer expertise, even among vaccine-hesitant and Conservative observers	R2037281
The pursuit of happiness: A reinforcement learning perspective on habituation and comparisons	R2037305
The impact of cultural exposure and message framing on oral health behavior: Exploring the role of message memory	R2037333
Shifting racial identities reduces racial ingroup biases in empathy and altruistic decision-making	R2037373
Let's Find the Evidence: An Analogue Study of Confi rmation Bias in Criminal Investigations	R2037391
Testing a preference inference account of classic preference reversals	R2037416
AUTOMATIC BEHAVIOR IN OTHER PEOPLE	R2037443
Objecting to consensual experiments even while approving of nonconsensual imposition of the policies they contain	R2037482
The role of numeracy in judgment and decision making: the replication of eleven effects across various numeracy scales	R2037525
The morality of war: A review and research agenda	R2037569
Learning While Deciding in Groups	R2037616
The behavioral and neural basis of empathic blame	R2037647
Trial by Jury: Psychological Research Contributions to an Enduring Legal Institution	R2037712
Collaborative open science as a way to reproducibility and new insights in primate cognition research	R2037740
THE FINAL VERSION OF THIS PAPER HAS BEEN PUBLISHED IN THE SPANISH JOURNAL OF PSYCHOLOGY (including new analyses with machine learning techniques, and further conclusions): https://www.cambridge.org/core/journals/spanish-journal-ofpsychology/article/psychological-impact-of-the-covid19-pandemic-affecteddecisionmaking-processes/B9C6F8A5AFB0472B04B9087E448BB5C4	R2037769
The Wisdom of Model Crowds	R2037806
Model-based planning in structured foraging environments	R2037843
How Loops Among Attention, Learning, and Memory Distort Reality	R2037880
