Subtle motion cues by automated vehicles can nudge human drivers' decisions: Empirical evidence and computational cognitive model	R1412869
Neural implementation of computational mechanisms underlying the continuous trade-off between cooperation and competition	R1412884
Decision from Experience Behavior Modeling (DEBM): an open-source Python package for developing, evaluating, and visualizing behavioral models	R1412894
Preference centrality, but not set similarity, predicts choices between sets	R1412906
How people interpret projections of future climate change depends on what they think is most likely to happen	R1412921
Cognitive processing speed is high until age 60: Insights from Bayesian modeling in a one million sample (with a little help of deep learning)	R1412936
Aversion to option loss in a restless bandit task	R1412951
Moral decision making is robust to physical fatigue: a Process Dissociation analysis	R1412965
[4] Canadian Institute for Advanced Research, Program on Brain, Mind and Consciousness	R1412979
Exploring the Sources of Variance in Risky Decision Making with Large Language Models	R1412994
Working Memory Capacity Predicts Individual Differences in Social Distancing Compliance during the COVID-19 Pandemic in the U.S	R1413018
Adolescents Sample More Information Prior to Decisions than Adults when Effort Costs Increase	R1413036
Uncertainty Salience Reduces the Accessibility of Episodic Future Thoughts	R1413050
Different exploration strategies along the autism spectrum: Diverging effects of autism diagnosis and autism traits	R1413066
Prior perceptual experiences not only bias but also impact the speed of decision for a new stimulus	R1413082
Emotion-Based Learning by Iowa and Bangor Gambling Tasks: Similar but not the same?	R1413092
Simultaneous modeling of choice, confidence and response time in visual perception	R1413102
Evidence for entropy maximisation in human free choice behaviour	R1413117
Investigating Human-Robot Overtrust During Crises	R1413132
Cognitive ability and looking on the b/right side of life	R1413146
Understanding the Decline in Cooperation: The Role of Confusion and Social Preferences in Public Goods Games, Investigated Through Manipulation of Other Players' Behavior and Decision-Making Model Comparisons	R1413160
Preferences for costly cooperation are highly individualized	R1413176
A Canary Alive: What Cheating Reveals About Morality and Its Development	R1413191
Risk taking for potential losses but not gains increases with time of day	R1413206
The Autocorrelated Bayesian Sampler: A Rational Process for Probability Judgments, Estimates, Confidence Intervals, Choices, Confidence Judgments, and Response Times	R1413223
A Theory of Multi-Attribute Search and Choice	R1413240
STIMULUS SELECTION USING FISHER INFORMATION 1 Stimulus Selection in a Q-learning Model using Fisher Information and Monte Carlo Simulation	R1413256
Blind to bias? Young children do not anticipate that sunk costs lead to irrational choices	R1413273
Experience-driven recalibration of learning from surprising events	R1413290
Running head: Social influence on decision-making	R1413310
Episodic retrieval for model-based evaluation in sequential decision tasks	R1413328
Transdiagnostic psychiatric symptom dimensions predict human approachavoidance conflict behaviour	R1413343
Deliberately making miskates 1 Running head: Deliberately making miskates Deliberately making miskates	R1413356
The Bilingual Patient's Dilemma: Same Question, Different Answer	R1413368
Developmental change in partition dependent resource allocation behavior	R1413378
What I Like Is What I Remember: Memory Modulation and Preferential Choice	R1413394
A Three-Dimensional Signal Detection Model for Eyewitness Identification	R1413412
Why hasn't evolution selected for perfect self-control?	R1413425
The Wisdom of the Crowd Can Unmask Faces	R1413440
Sources of confidence in value-based choice	R1413455
The Role of Passing Time in Decision-Making	R1413470
Statistical information about reward timing is insufficient for promoting optimal persistence decisions	R1413484
Representative Lawyering Bias and Need for Closure	R1413498
Exercise Shifts Hypothetical Food Choices towards Greater Amounts and More Immediate Consumption	R1413511
Structure-Trait-Identity Relation (STIR): An Integrative Framework for Understanding Redistribution Decisions in Economic Games	R1413529
Evaluating the performance of personality-based profiling in predicting physical activity as an external outcome	R1413545
Moral judgments are (most probably) robust to physical fatigue: evidence from Process Dissociation analyses in athletes and firefighters	R1413555
Bidirectional Influences of Information-Sampling and Concept Learning	R1413569
How do academics, regulators, and treatment providers think that safer gambling messages can be improved?	R1413588
Testing the Ability of the Surprisingly Popular Method to Predict NFL Games	R1413609
Social Decision Making with Humans and Robots: Trust and Approachability Mediate Economic Decision Making	R1413623
Overconfidently Underthinking: Narcissism negatively predicts cognitive reflection	R1413643
Time Pressure Decreases Caution But Does Not Alter Subjective Valuation In Multi-Attribute Preferential Choice	R1413662
Beyond reach: Do symmetric changes in motor costs affect decision making? A registered report	R1413675
DIVISION OF LABOUR IN COGNITIVE COLLABORATION	R1413689
A cognitive signature of metabolic health in effort-based decision-making	R1413704
Training diversity promotes absolute-value-guided choice	R1413718
A Psychometric Framework for Evaluating Fairness in Algorithmic Decision Making: Differential Algorithmic Functioning	R1413729
Financial Resources and Decisions to Avoid Information about Environmental Perils	R1413746
D E P A R T M E N T O F P S Y C H O L O G Y	R1413761
CONSCIOUSNESS: IN YOUR OWN WORDS	R1413772
Make-or-break: chasing risky goals or settling for safe rewards?	R1413781
Age-group differences in trust-related decision-making and learning	R1413795
Testing the factor structure underlying behavior using joint cognitive models: Impulsivity in delay discounting and Cambridge gambling tasks	R1413810
Cognitive resources predict value learning for outcome-irrelevant features Authors	R1413821
The Precision in Psychiatry (PIP) study: an internet-based methodology for accelerating research in treatment prediction and personalisation	R1413842
Running head: SEVENTH GENERATION STEWARDSHIP Beyond Seven Generations: Mapping and Expanding the Temporal Horizon of Intergenerational Concern	R1413864
From empathy to apathy: The bystander effect revisited	R1413879
Understanding, Explaining, and Utilizing Medical Artificial Intelligence	R1413893
Cognitive sequential dependencies in the wild: Sentiment analysis approach	R1413902
Impact of sharing full versus averaged social information on social influence and estimation accuracy	R1413912
A Taxonomy for Quantification of Norwegian Probability Phrases	R1413926
Running head: RESPONSE TIMES IN DECISIONS FROM MEMORY 1 Response time models separate single-and dual-process accounts of memory-based decisions	R1413939
Remote experiential learning and the replication crisis 1 Assessing the replicability of Cognitive Psychology via remote experiential learning	R1413960
Running head: RT DISTRIBUTIONS AND RACE MODELS IN FREE RECALL 1 Using response time distributions and race models to characterize primacy and recency effects in free recall initiation	R1413978
A Decision Architecture for Safety Computations	R1413993
How choice confidence shapes preferences: a Registered Report	R1414010
Inaction Inertia Effect: Foregoing Opportunities as a Consequence of an Initial Failure to Act -a Replication-Extension Study in the Brazilian Population	R1414020
Combined Effects of Social Exclusion and Social Rank Feedback on Risky Decision-Making Across Adolescence	R1414033
Decomposing economic choices with drift-diffusion models	R1414050
MODELLING CHANGES IN COGNITIVE PROCESSES	R1414068
No Effects of Acute Stress on Monetary Delay Discounting: A Systematic Literature Review and Meta-Analysis	R1414084
Tipsy, trashed, or totalled? Lay understanding of dose-specific alcohol intoxication and the criminal justice system	R1414103
The Social Power of Narcissists in Mass Customization	R1414114
Exposure to misleading and unreliable information reduces active information-seeking	R1414126
Distributional Dual-Process Model Predicts Strategic Shifts in Decision-Making Under Uncertainty 10	R1414145
Influence of the physical effort of reminder-setting on strategic offloading of delayed intentions	R1414164
Fixation patterns in simple choice reflect optimal information sampling	R1414179
BRAIN STRUCTURE CORRELATES OF SOCIAL INFORMATION USE: AN EXPLORATORY MACHINE LEARNING APPROACH	R1414189
Using Bots in Strategizing Group Compositions to Improve Decision-Making Processes	R1414195
Temporal discounting when outcomes are experienced in the moment: Validation of a novel paradigm and comparison with a classic hypothetical intertemporal choice task	R1414207
Piecewise constant averaging methods allow for fast and accurate hierarchical Bayesian estimation of drift di usion models with time-varying evidence accumulation rates	R1414220
Misdirected vigor: Differentiating the control of value from the value of control	R1414228
Decisions among shifting choice alternatives reveal option-general representations of evidence	R1414241
Continued influence of false accusations in forming impressions of political candidates	R1414260
Five Steps to Understand the Mental State: A Contribution from the Economics of Emotions to the Theory of Mind	R1414277
Cognitive offloading is value-based decision making: Modelling cognitive effort and the expected value of memory	R1414295
Patient online access to medical records in general practice: perceived effects after one year follow-up	R1414310
Creative or Not? Hierarchical Diffusion Modeling of the Creative Evaluation Process	R1414326
Conceptual replication study of fifteen JDM effects: Insights from the Polish sample	R1414349
The Effects of Career Advice on Expected	R1414372
The postdictive effect of choice reflects the modulation of attention on choice	R1414386
INTUITIVE EXPERTISE IN MORAL JUDGEMENTS	R1414401
Hands-on false memories: A combined study with distributional semantics and mouse-tracking	R1414415
Surprise acts as a reducer of outcome value in human reinforcement learning	R1414428
Emotion in strategic environmental communication research: Challenges and opportunities	R1414443
Newly learned novel cues to location are combined with familiar cues but not always with each other	R1414453
Value certainty and choice confidence are multidimensional constructs that guide decision-making	R1414473
Unhealthy and Unaware? Misjudging Social Comparative Standing for Health-Relevant Behavior	R1414492
THE MODEL OF AMBIVALENT CHOICE AND DISSONANT COMMITMENT	R1414508
Mental health and risk-taking among refugees in Lebanon	R1414519
INSIGHT INTO POLITICAL MISPERCEPTIONS	R1414534
INTERACTIONS WITH FALLACIOUS ROBOTS	R1414550
The emotive nature of conflict monitoring in the medial prefrontal cortex	R1414568
Running head: NEUROECONOMICS AND CREATIVITY A Neuroeconomic Framework for Creative Cognition (accepted for publication in Perspectives on Psychological Science)	R1414585
Can Psychological Traits Explain Mobility Behavior during the COVID-19 Pandemic?	R1414597
Extending continuous flow models of immediate decision reports to delayed decision reports	R1414615
In Press: Research Methods in Medicine & Health Sciences	R1414627
The Powerful Influence of Marks: Visual and Knowledge-Driven Processing in Hurricane Track Displays	R1414638
Valence bias in metacontrol of decision making in adolescents and young adults	R1414653
Predictions and rewards affect decision-making but not subjective experience	R1414669
The effect of economic situation on time and risk preferences: Does financial literacy matter?	R1414684
Artificial Morality: Differences in Responses to Moral Choices by Human and Artificial Agents	R1414700
Mixing memory and desire: How memory reactivation supports deliberative decision-making	R1414718
REPUTATIONAL COSTS OF NECESSARY EVILS	R1414730
Full Lineup ROCs	R1414746
Full Title: Keeping an eye out for change: Anxiety disrupts adaptive resolution of policy uncertainty Short Title: Anxiety disrupts learning under policy uncertainty	R1414761
Protection from uncertainty in the exploration/exploitation trade-off	R1414778
Misperceiving the value of information in predicting the performance of others	R1414791
Evidence accumulation account of human operators' decisions in intermittent control during inverted pendulum balancing	R1414798
Approaching Structured Debate with Quantitative Ethnography in Mind	R1414809
Differential impacts of healthy cognitive aging on directed and random exploration	R1414827
Counteracting Uncertainty: Exploring the Impact of Anxiety on Predictive Sensorimotor Control Mechanisms in a Manual Interception Task	R1414842
Data Driven Equation Discovery Reveals Non-linear Reinforcement Learning in Humans	R1414858
An Illusory Consensus Effect: The Mere Repetition of Information Increases Estimates that Others Would Believe or Already Know It	R1414873
I'll make you an offer you can refuse: How socially sensitive is the MFN?	R1414885
The Symbiosis of Narcissistic Leaders and Low Self-Esteem Followers: Dominance Complementarity in Childhood	R1414896
A novel behavioral paradigm reveals the nature of confidence computation in multialternative perceptual decision making	R1414904
Defendant Character Influences Mock Juror Judgments of Blame, Guilt, and Punishment	R1414925
Stereotypes about Political Attitudes and Coalitions among U.S. Racial Groups: Implications for Strategic Political Decision-making	R1414945
Uncertainty-dependent learning bias in value-based decision making	R1414960
Altered subjective reward valuation among drug-deprived heavy marijuana users: Aversion to uncertainty	R1414975
Can increased processing noise induce better decisions? Evidence polarization through exponential weighting	R1414987
DECISION-MAKING IN SELECTION	R1415000
Taking risks by flying paper airplanes 1	R1415014
Personal relative deprivation negatively predicts engagement in group decision-making	R1415026
Using cognitive psychology to understand GPT-3	R1415039
Value signals guiding choices for cannabis versus non-drug rewards in regular cannabis users	R1415060
Running head: MOVEMENT TRAJECTORIES 1 Mouse-tracking: Detecting Types in Movement Trajectories	R1415074
The Role of Salience in Multialternative Multiattribute Choice	R1415084
Anger, Agency, Risk and Action: A neurobehavioral model with proof-of-concept in healthy young adults	R1415097
Metacognitive Flexibility in Cue Utilization	R1415110
Temporal and Spatial Discounting are Distinct in Humans	R1415120
DECISION MAKING UNDER UNCERTAINTY	R1415130
General Collective Intelligence and the Constraints to Group Decision-Making	R1415142
Response Time as Decision Confidence: Insights from Type-2 ROC Analysis	R1415154
Running head: SYSTEMATIC PARAMETER REVIEWS 1 Systematic Parameter Reviews in Cognitive Modeling: Towards a Robust and Cumulative Characterization of Psychological Processes in the Diffusion Decision Model	R1415170
IMAGINATION INFLUENCES RISK PERCEPTION IN OLDER ADULTS 1 ** Now published as an Open Access article in Nature Aging **	R1415184
Waiting for Baseline Stability in Single-Case Designs: Is It Worth the Time and Effort?	R1415199
Reduced confidence in situations of increased observational learning	R1415215
Probing the Influence of Galvanic Vestibular Stimulation on Risk-Taking: A Replication and Extension Study	R1415223
SPEED VS ACCURACY IN THE RT-CIT	R1415231
The dorsomedial prefrontal cortex represents subjective value across effortbased and risky decision-making	R1415245
Running head: Background Uncertainty and Decision Making Word count: 9301 Background Uncertainty Can Increase Risk Aversion in Decision Making	R1415260
Extracting summary statistics of rapid numerical sequences	R1415278
Using AI Uncertainty Quantification to Improve Human Decision-Making	R1415292
Heightened protective decision-making related to physical, but not cognitive, effort in individuals with fibromyalgia	R1415308
Now or never: Eye tracking and response times reveal the dynamics of highway merging decisions	R1415325
Introducing an Adolescent Cognitive Maturity Index and Tracking Vulnerability in Emerging Adulthood	R1415344
dockerHDDM: A user-friendly environment for Bayesian Hierarchical Drift-Diffusion Modeling	R1415358
Recruiting experimental subjects using WhatsApp *	R1415370
Vox Peritorum: Capitalizing on Confidence and Projection to Characterize Expertise	R1415382
Wise or mad crowds? The cognitive mechanisms underlying information cascades	R1415394
EFFORT AND VALUE Effort can have positive, negative, and non-monotonic impacts on outcome value in economic choice	R1415408
Speed-Accuracy Tradeoffs in Decision Making: Perception Shifts and Goal Activation Bias Decision Thresholds	R1415422
OVER-AND UNDERWEIGHTING OF EXTREME VALUES Over-and Underweighting of Extreme Values in Decisions from Sequential Samples	R1415436
Mindset to Gain? Framing Effects, Need for Chaos, and the Limits of 'Burning It All Down'	R1415444
Learning in context: Socioemotional stimuli enhance cognitive learning processes but not psychophysiological engagement in early adolescence	R1415456
Running Head: Systematic Exploration in Young Children Systematic Exploration and Uncertainty Dominate Young Children's Choices	R1415468
The Jury on Trial: Assessing the Impact of Courtroom Design and Juror Ideology on Defendant Guilt Perception	R1415479
Influence of memory processes on choice-consistency	R1415492
Evidence Accumulation Models: Current Limitations and Future Directions	R1415508
Running head: VACCINATION, BELIEF AND RISK 1 Risk compensation: how vaccination impacts social distancing in an online natural experiment	R1415522
Between Law and Conscience: The Role of Legality in Moral Decision-Making	R1415531
SOCIAL DISTANCE AND ENDOWMENT EFFECT 1 Profit for Friends, Fairness for Strangers: Social Distance Reverses the Endowment Effect in Proxy Decision Making (In press at the Journal of Retailing and Consumer Services)	R1415543
Sequential choice effects predict prevalence-induced concept change	R1415556
Why should we study the Foreign Language Effect: debiasing through affecting metacognition?	R1415567
COVID-Dynamic: A large-scale multifaceted longitudinal study of socioemotional and behavioral change across the pandemic Authors	R1415589
Development and validation of a short version of the Metric for the Observation of Decision-making in multidisciplinary tumor boards: MODe-Lite	R1415605
Intentional commitment as a spontaneous presentation of self	R1415620
Policies in sequential decision-making	R1415633
Probabilistic forecasting guides dynamic decisions	R1415649
The Zoo Task: A Novel Metacognitive Problem-Solving Task Developed with a Sample of African American Children from Schools in High Poverty Communities	R1415658
The Significance of a Patient-Centered Approach for Individuals with Autism Spectrum Disorder (ASD): Fostering Empathy, Inclusion, and Holistic Care	R1415673
Humans decide to help others more often in poor environments	R1415693
Optimal nudging for cognitively bounded agents: A framework for modeling, predicting, and controlling the effects of choice architectures	R1415710
Evaluating the cognitive mechanisms of phishing detection with PEST, an ecologically valid lab-based measure of phishing susceptibility	R1415720
Motivated misremembering of selfish decisions	R1415735
Perilous and Unaccountable: The Positive Relationship between Dominance and Moral Hazard Behaviors	R1415752
Dynamic changes in task preparation in a multi-task environment: The task transformation paradigm	R1415768
The elusive effects of incidental anxiety on reinforcementlearning	R1415777
The Effects of Sensorimotor and Linguistic Information on the Basic-Level Advantage	R1415793
Running head: SEMANTIC PROSODY AND EVALUATIVE JUDGMENTS	R1415804
Social Expected Utility: Indifference to Others Can Influence Risk Preferences	R1415819
Dorsomedial and ventromedial prefrontal cortex lesions differentially impact social influence and temporal discounting	R1415834
Agency personalizes episodic memories Authors	R1415851
Distinct Developmental Trajectories In The Cognitive Components Of Complex Planning	R1415868
Mycological rationality: Heuristics, perception and decision-making in mushroom foraging	R1415887
The Depressed Decision-Maker: How Value Based Decision Making Differs in Major Depressive Disorder	R1415908
Prosocial Preferences Condition Decision Effort and Ingroup Biased Generosity in Intergroup Decision-Making	R1415926
Affective Paternalism	R1415938
A time-varying diffusion model analysis of age differences in value-based decisions: sooner processing but lesser weighting of reward probabilities in older adults	R1415948
Choosing the right frame: How context preferences facilitate subsequent decisions	R1415959
Transient Value Refinements during Deliberation Facilitate Choice	R1415973
Emotion Regulation and Choice of Bilateral Mastectomy for the Treatment of Unilateral Breast Cancer	R1415988
A geometric framework for modeling dynamic decisions among arbitrarily many alternatives	R1416004
New insights into predictors of antihypertensive adherence: A mixed methods study of illness perceptions and the physician-patient relationship	R1416020
Neurocognitive Impulsivity in Opiate Users at Different Stages of Abstinence	R1416032
Why are the batteries in the microwave?: Use of semantic information under uncertainty in a search task	R1416049
ALCOHOL-IMPAIRED DRIVING DECISION STRATEGIES 1 Decision Strategies while Intoxicated relate to Alcohol-Impaired Driving Attitudes and Intentions	R1416066
Taste uncertainty explains developmental effects on susceptibility to peer influence in adolescence	R1416084
Biopsychosocial and Spiritual Implications of Patients with COVID-19 Dying in Isolation	R1416100
People learn other people's preferences through inverse decision-making	R1416116
THE COVID-19 MARATHON: DEMANDS AND RESOURCES OF CRISIS MANAGERS IN CONTINUOUS OPERATION	R1416134
Androgenic morality? Associations of sex, oral contraceptive use and basal testosterone levels with moral decision making	R1416152
How beliefs around peers' risk preferences get incorporated into adolescents' decision making	R1416169
Forcing techniques & Neuroscience	R1416186
Estimating self-performance when making complex decisions	R1416198
Unpacking Workplace Stress and Forensic Expert Decision-Making: From Theory to Practice	R1416214
INTERPRETATION AND ENFORCEMENT OF CANADA'S 161 ORDER To Breach or Not to Breach: Exploring Inconsistencies in the Interpretation and Enforcement of Canada's Section 161 Order for Sexual Offending	R1416229
Reduced weighting of short-term perceptual priors during auditory perceptual decision-making in psychosis-prone individuals	R1416242
CLOSED-FORM ESTIMATES OF EX-GAUSSIAN MODELS	R1416255
Effects of a Virtual Gender Swap on Social and Temporal Decision-Making	R1416273
Dissociable behavioural signatures of co-existing impulsivity and apathy in decision-making	R1416285
On-line confidence monitoring during decision making º	R1416299
Attribution of Responsibility Between Agents in a Causal Chain	R1416316
Dissociable effects of stimulus reliability and boundary distance on confidence and accuracy	R1416327
Introduction to the Special Section "Reducing research waste in (Health-Related) Quality of Life research"	R1416339
Running Head: PEER COMPETITION AND RISK-TAKING BEAHVIOR Neural Underpinnings underlying the Influence of Peer Competition on Risk-Taking Behavior among Adolescent Girls: An Event-Related Potentials (ERPs) Study	R1416352
Stress increases impulsive punishment avoidance in unmedicated mood disorders	R1416365
Working memory constructs joint probabilistic task representations for decision-making	R1416376
Actions in economic games that contain cues to social preferences influence partner choice	R1416387
Assessing Large Language Models' ability to predict how humans balance self-interest and the interest of others	R1416394
Active Inference of Interpersonal Trust Within and Across Mental Disorders	R1416405
Strategic thinking In Artificial Intelligence And Expert:Problem Solving and Creativity	R1416418
Computational mechanisms for context-based behavioral interventions: A large-scale analysis	R1416433
Why we value things more as we are about to lose them: a reference-based theory	R1416449
INTUITIVE THINKING & BELIEF IN PHYSIOGNOMY	R1416467
Parenting Behavior as the Result of a Decision-Making Process	R1416488
Neural responses underlying extraordinary altruists' generosity for socially distant others	R1416505
Full title: The effects of base rate neglect on sequential belief updating and real-world beliefs Short title: How and why base rate neglect biases beliefs over time	R1416523
Saintly fund managers cannot earn a license to make sinful investments	R1416541
Normative responding on cognitive bias tasks: Some evidence for a weak rationality factor that is mostly explained by numeracy and actively open-minded thinking	R1416562
Who is perceived to be an expert on COVID-19 vaccines on social media?: Biomedical credentials confer expertise, even among vaccine-hesitant and Conservative observers	R1416578
The pursuit of happiness: A reinforcement learning perspective on habituation and comparisons	R1416591
The impact of cultural exposure and message framing on oral health behavior: Exploring the role of message memory	R1416603
Shifting racial identities reduces racial ingroup biases in empathy and altruistic decision-making	R1416619
Let's Find the Evidence: An Analogue Study of Confi rmation Bias in Criminal Investigations	R1416632
Testing a preference inference account of classic preference reversals	R1416643
AUTOMATIC BEHAVIOR IN OTHER PEOPLE	R1416655
Objecting to consensual experiments even while approving of nonconsensual imposition of the policies they contain	R1416668
The role of numeracy in judgment and decision making: the replication of eleven effects across various numeracy scales	R1416686
The morality of war: A review and research agenda	R1416703
Learning While Deciding in Groups	R1416720
The behavioral and neural basis of empathic blame	R1416736
Trial by Jury: Psychological Research Contributions to an Enduring Legal Institution	R1416759
Collaborative open science as a way to reproducibility and new insights in primate cognition research	R1416774
THE FINAL VERSION OF THIS PAPER HAS BEEN PUBLISHED IN THE SPANISH JOURNAL OF PSYCHOLOGY (including new analyses with machine learning techniques, and further conclusions): https://www.cambridge.org/core/journals/spanish-journal-ofpsychology/article/psychological-impact-of-the-covid19-pandemic-affecteddecisionmaking-processes/B9C6F8A5AFB0472B04B9087E448BB5C4	R1416785
The Wisdom of Model Crowds	R1416799
Model-based planning in structured foraging environments	R1416815
How Loops Among Attention, Learning, and Memory Distort Reality	R1416831
